movieId,movieTitle,createdById,createdAt,vote
11,Star Trek V: The Final Frontier,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:42:46.145,0
835,Ninja Assassin,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:42:51.594,0
103,L.A. Story,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:42:56.006,0
1274,Mortal Kombat Legends: Scorpion's Revenge,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:42:58.187,0
848,How to Train Your Dragon,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:01.058,5
702,Marie Antoinette,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:05.739,0
535,Lilo & Stitch,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:08.330,4
611,The SpongeBob SquarePants Movie,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:11.001,0
9,Heathers,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:12.632,0
946,Life of Pi,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:15.704,4
624,Shaun of the Dead,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:18.049,3
709,The Nativity Story,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:20.334,0
1321,Terrifier 2,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:21.889,0
631,Van Helsing: The London Assignment,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:24.052,0
686,Apocalypto,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:25.639,0
718,Flushed Away,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:27.779,0
1030,Wrong Turn 6: Last Resort,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:29.387,0
1437,Kingdom of the Planet of the Apes,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:33.319,1
1272,The Night Clerk,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:35.462,0
412,Eyes Wide Shut,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:36.935,0
77,The Witches,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:38.691,0
666,Wallace & Gromit: The Curse of the Were-Rabbit,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:41.276,2
693,The Hills Have Eyes,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:43.324,0
968,World War Z,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:45.561,3
725,Aliens vs Predator: Requiem,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:49.467,2
1424,Borderlands,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:52.482,1
723,Harry Potter and the Order of the Phoenix,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:54.585,5
957,Django Unchained,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:56.538,4
376,Blade,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:43:58.975,3
1410,Joker: Folie à Deux,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:44:01.555,4
1304,Halloween Kills,cm2bvhvg7000045mtd46rgo5w,2024-10-1613:44:04.725,0
